Date,Open,High,Low,Close,Volume BTC
2020-08-01,11356.1,11883.4,11239.4,11809.9,6935.58801917
2020-08-02,11811.0,12126.6,10590.0,11067.1,9103.23275731
2020-08-03,11072.1,11484.2,10827.9,11237.3,4734.35785204
2020-08-04,11237.1,11419.0,11028.5,11197.5,3413.51179664
2020-08-05,11200.0,11791.4,11099.2,11746.0,5230.82070658
2020-08-06,11746.0,11912.2,11579.3,11771.5,4417.04203441
2020-08-07,11771.5,11918.7,11350.0,11603.5,5264.97323381
2020-08-08,11603.5,11813.8,11540.0,11768.0,2217.98830939
2020-08-09,11768.0,11804.9,11532.5,11687.5,1618.55270851
2020-08-10,11689.7,12082.9,11535.5,11898.7,6928.45634041
2020-08-11,11898.7,11939.0,11133.0,11391.7,7265.36658733
2020-08-12,11391.6,11620.0,11163.0,11576.6,4049.32104614
2020-08-13,11576.7,11799.0,11269.0,11794.6,4296.45387091
2020-08-14,11794.8,11867.1,11658.5,11772.6,3549.57338470
2020-08-15,11775.0,11988.0,11675.0,11858.3,3176.27440204
2020-08-16,11855.6,11939.5,11701.0,11916.8,1955.26237298
2020-08-17,11919.9,12480.6,11775.0,12301.7,6920.63243919
2020-08-18,12301.7,12393.7,11807.7,11957.0,6055.42452850
2020-08-19,11955.2,12020.0,11569.4,11757.4,5945.74455341
2020-08-20,11757.2,11899.7,11675.0,11864.6,3273.14388850
2020-08-21,11864.5,11884.8,11500.0,11522.7,3996.10639778
2020-08-22,11522.7,11687.0,11350.0,11672.7,2777.53556332
2020-08-23,11672.7,11715.0,11525.2,11652.6,1207.43793131
2020-08-24,11653.2,11821.9,11600.0,11764.8,2158.19547377
2020-08-25,11760.5,11768.8,11120.0,11330.0,5257.96303760
2020-08-26,11330.1,11539.0,11251.7,11469.5,2742.52781267
2020-08-27,11469.6,11598.8,11128.4,11327.9,4707.31018559
2020-08-28,11327.9,11549.7,11283.8,11532.6,2688.00400619
2020-08-29,11531.0,11580.0,11408.1,11480.9,1489.53499146
2020-08-30,11480.9,11715.0,11469.0,11713.1,1357.35993004
2020-08-31,11713.0,11785.0,11580.0,11656.9,2463.34774191
2020-09-01,11657.2,12068.6,11532.8,11926.8,4033.23011004
2020-09-02,11926.3,11955.3,11187.0,11396.9,6177.24737800
2020-09-03,11399.2,11478.0,10025.0,10180.1,10567.15214810
2020-09-04,10180.0,10634.8,9914.6,10463.6,7291.88858934
2020-09-05,10463.5,10565.0,9856.3,10162.2,6725.52374424
2020-09-06,10164.0,10345.0,10010.0,10253.1,2497.15786405
2020-09-07,10256.2,10415.3,9877.6,10377.4,4070.35031772
2020-09-08,10377.5,10440.0,9850.0,10123.3,5532.39183434
2020-09-09,10123.3,10350.0,9983.2,10229.7,3169.44850660
2020-09-10,10229.5,10488.0,10227.5,10350.1,3714.09087142
2020-09-11,10350.0,10411.3,10210.0,10398.2,2682.48875246
2020-09-12,10398.1,10475.0,10280.0,10447.5,2068.36599332
2020-09-13,10447.5,10573.0,10217.2,10328.2,2427.79196668
2020-09-14,10328.2,10745.0,10251.2,10674.9,4151.73228339
2020-09-15,10675.0,10935.0,10620.0,10785.2,4280.92435538
2020-09-16,10785.2,11097.9,10670.2,10951.1,4155.03620984
2020-09-17,10951.3,11043.2,10750.3,10944.8,3387.94544680
2020-09-18,10944.8,11039.1,10818.0,10934.7,2354.54057504
2020-09-19,10934.8,11178.2,10898.9,11080.7,1827.56916142
2020-09-20,11078.0,11078.0,10766.2,10918.5,2298.82352174
2020-09-21,10918.6,10985.0,10300.0,10415.0,6425.34807722
2020-09-22,10417.9,10570.0,10362.8,10532.5,3177.44162823
2020-09-23,10531.2,10534.0,10134.6,10230.7,4306.72297782
2020-09-24,10230.7,10788.3,10192.4,10740.2,4593.25293705
2020-09-25,10738.9,10761.6,10565.0,10695.1,3847.35826784
2020-09-26,10695.1,10695.1,10695.1,10695.1,0.00000000
2020-09-27,10695.1,10695.1,10695.1,10695.1,0.00000000
2020-09-28,10695.1,10695.1,10695.1,10695.1,0.00000000
2020-09-29,10695.1,10695.1,10695.1,10695.1,0.00000000
2020-09-30,10841.4,10842.4,10670.0,10774.9,2473.82922088
2020-10-01,10774.9,10930.0,10451.0,10616.1,5064.96171829
2020-10-02,10611.0,10655.5,10384.3,10574.8,3866.32730974
2020-10-03,10574.8,10603.7,10504.1,10553.0,1221.43053437
2020-10-04,10553.0,10690.0,10531.2,10676.4,1234.25174381
2020-10-05,10676.4,10799.0,10632.0,10799.0,2274.02057894
2020-10-06,10799.0,10803.6,10527.0,10605.4,3347.54265930
2020-10-07,10605.0,10676.6,10552.6,10669.9,2177.50587476
2020-10-08,10670.0,10969.6,10540.0,10934.1,4228.06693828
2020-10-09,10931.9,11110.6,10842.0,11060.2,3237.00773051
2020-10-10,11060.1,11499.0,11060.1,11301.5,3960.95890077
2020-10-11,11299.4,11443.9,11262.0,11376.6,2180.88632597
2020-10-12,11376.6,11725.9,11202.9,11535.8,4883.07187989
2020-10-13,11534.6,11560.0,11315.0,11428.6,3464.47542678
2020-10-14,11428.9,11555.0,11300.0,11433.1,2817.85908619
2020-10-15,11433.2,11628.0,11255.3,11501.0,3310.60603618
2020-10-16,11501.0,11549.0,11207.0,11326.9,3689.18449699
2020-10-17,11327.0,11411.8,11254.6,11363.9,1155.95428631
2020-10-18,11364.0,11515.1,11355.7,11508.9,1062.87912435
2020-10-19,11508.8,11838.3,11416.6,11757.0,4364.70701426
2020-10-20,11757.0,12070.0,11678.8,11925.4,5301.91244632
2020-10-21,11926.7,13241.4,11905.7,12813.0,11497.59347437
2020-10-22,13124.6,13199.0,12943.6,12984.1,973.12908360
2020-10-23,12985.4,13032.8,12735.0,12939.0,3897.16955007
2020-10-24,12939.0,13172.3,12890.7,13130.9,1813.58698169
2020-10-25,13130.9,13351.0,12833.0,13039.2,3508.36779755
2020-10-26,13039.8,13243.6,12801.0,13080.0,4628.57769014
2020-10-27,13080.0,13794.8,13064.0,13649.6,7598.84407927
2020-10-28,13649.1,13851.6,12900.0,13289.5,8264.04057366
2020-10-29,13288.0,13644.0,12975.0,13463.1,5549.85025094
2020-10-30,13462.1,13684.9,13131.0,13567.0,6467.91601097
2020-10-31,13567.0,14080.0,13425.5,13809.1,5282.11155202
2020-11-01,13799.0,13900.6,13634.6,13762.5,2302.11145634
2020-11-02,13762.6,13840.0,13218.3,13565.8,5151.11685948
2020-11-03,13568.3,14062.8,13305.0,14021.8,5039.10250174
2020-11-04,14028.8,14266.4,13540.7,14163.3,7484.67922848
2020-11-05,14165.7,15782.3,14120.1,15610.4,13893.35310348
2020-11-06,15610.3,15967.0,15177.0,15599.2,9645.32707811
2020-11-07,15602.8,15769.9,14365.0,14837.3,7646.39947038
2020-11-08,14837.4,15650.0,14726.6,15480.1,4503.79086731
2020-11-09,15480.0,15843.3,14824.7,15322.9,7504.18058973
2020-11-10,15339.1,15474.9,15100.0,15316.7,3736.89301767
2020-11-11,15319.0,15990.0,15300.0,15708.7,6372.85620441
2020-11-12,15708.6,16345.0,15425.3,16307.8,9541.89852023
2020-11-13,16308.6,16489.4,15980.6,16343.4,6047.97099830
2020-11-14,16343.3,16343.4,15735.0,16080.1,3713.34899327
2020-11-15,16086.5,16170.5,15801.0,15962.3,2083.20526402
2020-11-16,15966.8,16892.9,15884.3,16721.1,6629.53381631
2020-11-17,16723.8,17876.1,16569.5,17684.8,10140.27825534
2020-11-18,17680.0,18495.0,17200.0,17800.0,13809.84372874
2020-11-19,17800.0,18200.0,17369.0,17828.2,6833.90109047
2020-11-20,17827.4,18824.0,17780.0,18680.2,6868.25970170
2020-11-21,18673.6,18977.5,18333.0,18708.7,4874.53549384
2020-11-22,18708.7,18764.9,17620.0,18450.2,6457.67189893
2020-11-23,18433.7,18780.0,18005.0,18387.8,6160.78140739
2020-11-24,18380.2,19448.0,18069.7,19173.8,9038.29612050
2020-11-25,19169.6,19509.3,18425.1,18723.4,6923.70078677
2020-11-26,18725.9,18900.0,16210.0,17164.6,18298.68923292
2020-11-27,17165.0,17460.0,16450.8,17144.2,5962.04838793
2020-11-28,17146.0,17890.0,16871.1,17732.9,5037.34622355
2020-11-29,17731.6,18356.1,17525.0,18194.2,5284.40097885
2020-11-30,18195.6,19850.0,16660.0,19708.1,13486.01802720
2020-12-01,19706.5,19947.5,18111.0,18782.9,12790.05335884
2020-12-02,18777.0,19350.0,18347.1,19231.4,6800.55853419
2020-12-03,19219.3,19600.0,18851.9,19451.3,5045.72826462
2020-12-04,19440.7,19536.1,18561.6,18665.8,5834.11698084
2020-12-05,18655.0,19179.3,18511.0,19153.0,2374.36779330
2020-12-06,19153.1,19437.0,18857.8,19392.9,2717.60065321
2020-12-07,19385.0,19440.0,18900.0,19178.6,3138.36481260
2020-12-08,19182.5,19300.0,18120.0,18320.5,6386.01889423
2020-12-09,18313.1,18640.0,17649.9,18548.5,7731.94332043
2020-12-10,18548.4,18557.2,17911.1,18245.5,4911.09036808
2020-12-11,18246.4,18285.0,17572.0,18031.5,6183.56417574
2020-12-12,18031.5,18986.9,18024.0,18806.9,4583.50043711
2020-12-13,18814.4,19420.0,18712.6,19164.1,4740.41168303
2020-12-14,19163.0,19342.7,19002.0,19281.1,3153.24214073
2020-12-15,19281.0,19551.5,19048.9,19439.7,5539.35145570
2020-12-16,19439.5,21577.4,19302.4,21378.1,11843.67879736
2020-12-17,21361.7,23751.0,21264.4,22826.2,18993.44181470
2020-12-18,22811.8,23317.1,22308.2,23130.5,6050.93755165
2020-12-19,23132.8,24288.2,22800.0,23871.5,6255.12780310
2020-12-20,23871.5,24297.7,23084.9,23480.7,5876.10037185
2020-12-21,23480.8,24090.0,21885.6,22716.1,10783.18264979
2020-12-22,22724.6,23837.0,22354.2,23828.2,5728.00766789
2020-12-23,23823.0,24080.0,22629.2,23226.7,8830.55195551
2020-12-24,23225.5,23750.0,22723.0,23718.6,4800.52521058
2020-12-25,23718.7,24777.7,23410.8,24698.6,6178.77951455
2020-12-26,24703.8,26800.0,24500.0,26441.2,9648.05536731
2020-12-27,26442.2,28353.2,25634.6,26251.4,14257.99861732
2020-12-28,26238.0,27460.9,26056.4,27029.5,7871.34149982
2020-12-29,27028.9,27400.0,25850.0,27376.2,8698.45260361
2020-12-30,27376.2,28972.1,27346.0,28879.9,10428.39122144
2020-12-31,28880.0,29291.7,27844.0,28959.2,7612.52438637
2021-01-01,28959.4,29670.0,28672.3,29398.9,5856.86897657
2021-01-02,29398.7,33245.0,29028.7,32238.8,19615.91350889
2021-01-03,32215.4,34771.0,32002.0,33082.7,12135.92577129
2021-01-04,33082.7,33652.3,27920.0,32048.0,16125.62840498
2021-01-05,32047.9,34499.0,29910.5,34050.0,10982.67553728
2021-01-06,34049.7,36989.0,33373.4,36876.7,12345.59200165
2021-01-07,36873.4,40376.9,36201.0,39489.0,16175.89556871
2021-01-08,39489.0,41989.0,36618.0,40666.7,14072.21903592
2021-01-09,40644.2,41418.0,38765.2,40252.1,5989.36250679
2021-01-10,40256.8,41437.5,34875.0,38170.5,14578.12038267
2021-01-11,38170.3,38249.9,30302.0,35439.3,27061.98196231
2021-01-12,35444.0,36626.6,32416.8,34046.4,13744.95201747
2021-01-13,34038.2,37820.0,32349.9,37390.1,13128.53982254
2021-01-14,37390.1,40115.0,36676.6,39151.6,10488.49678433
2021-01-15,39121.5,39686.1,34371.0,36739.8,13486.03839009
2021-01-16,36744.6,37947.5,35342.2,36014.6,8842.42252093
2021-01-17,36010.5,36873.9,33850.0,35816.4,9017.89627085
2021-01-18,35815.6,37400.0,34754.5,36622.5,7464.62633774
2021-01-19,36622.5,37860.0,35900.0,35925.6,6298.67637683
2021-01-20,35925.5,36396.7,33374.0,35511.8,9170.19074567
2021-01-21,35511.8,35614.1,30056.1,30832.6,19513.43295565
2021-01-22,30832.5,33850.0,28800.0,33000.0,15251.54979223
2021-01-23,33000.1,33496.4,31350.0,32100.5,6099.11396014
2021-01-24,32101.1,33088.2,30950.0,32292.0,4828.26804529
2021-01-25,32297.8,34872.7,31908.7,32274.4,9134.64789835
2021-01-26,32266.9,32932.8,30816.2,32501.0,8854.20510657
2021-01-27,32509.2,32579.0,29255.0,30424.2,11215.32690868
2021-01-28,30422.6,33872.1,29900.0,33430.4,8816.48779189
2021-01-29,33430.5,38621.0,32000.0,34261.7,20784.44273084
2021-01-30,34266.3,34902.0,32865.2,34296.5,5251.37596528
2021-01-31,34297.4,34373.2,32200.0,33122.0,4625.29985591
2021-02-01,33121.8,34700.0,32325.3,33533.9,5477.65375934
2021-02-02,33534.1,36000.0,33462.1,35500.0,6824.95472103
2021-02-03,35500.0,37676.0,35394.8,37670.9,7014.21979274
2021-02-04,37676.0,38735.1,36202.0,36979.0,7172.51303209
2021-02-05,36975.8,38340.0,36582.9,38296.7,4809.54280306
2021-02-06,38311.7,40986.0,38221.4,39257.0,9126.76729633
2021-02-07,39257.0,39704.4,37410.5,38874.9,5135.54003709
2021-02-08,38867.1,46727.2,38075.0,46425.8,13678.90387894
2021-02-09,46425.7,48222.0,45050.0,46502.8,10574.21771710
2021-02-10,46504.5,47340.0,43734.8,44847.5,6451.55893098
2021-02-11,44839.5,48703.6,44046.2,47962.8,7962.97492388
2021-02-12,47979.9,48925.0,46263.0,47470.4,5332.29630267
2021-02-13,47438.2,48224.1,46285.0,47199.9,2631.80889729
2021-02-14,47199.9,49700.0,47038.7,48649.7,3553.11213783
2021-02-15,48655.4,49043.3,45710.5,47937.1,5337.99924266
2021-02-16,47937.1,50599.9,47040.1,49218.7,6175.52069200
2021-02-17,49185.6,52779.6,48967.4,52130.0,7320.83703094
2021-02-18,52130.0,52555.1,50904.2,51600.9,4118.20561430
2021-02-19,51590.5,56349.9,50683.4,55926.9,8055.79248517
2021-02-20,55926.5,57500.0,53961.9,55938.7,5846.24681261
2021-02-21,55931.5,58339.0,55490.5,57478.3,3727.83573597
2021-02-22,57475.9,57567.6,45002.0,54154.8,12299.53570482
2021-02-23,54128.0,54200.0,45000.0,48899.8,17080.21248951
2021-02-24,48899.6,51442.5,47015.7,49727.7,8110.23297686
2021-02-25,49726.1,52071.9,46702.0,47061.5,7523.62785681
2021-02-26,47072.1,48449.0,44120.3,46314.5,10050.93808767
2021-02-27,46307.2,48350.0,45022.9,46170.2,4235.54896417
2021-02-28,46163.9,46706.2,43020.0,45245.4,6840.39246604
2021-03-01,45234.7,49818.1,45046.8,49620.7,7070.92019864
2021-03-02,49615.3,50225.8,47050.2,48486.2,5796.81965376
2021-03-03,48495.9,52600.0,48160.0,50400.0,6721.59262050
2021-03-04,50400.0,51820.4,47500.0,48330.0,7226.22528712
2021-03-05,48330.0,49539.3,46312.0,48734.7,7480.67750585
2021-03-06,48767.4,49232.2,47111.9,48899.9,3104.70756826
2021-03-07,48906.0,51470.2,48905.9,50962.3,4519.00601948
2021-03-08,50971.3,52432.9,49368.0,52375.0,4669.97221169
2021-03-09,52383.0,54929.0,51875.0,54929.0,5890.74250935
2021-03-10,54922.7,57378.0,53051.0,55851.0,8091.88400907
2021-03-11,55859.9,58150.1,54286.3,57809.9,6111.04350087
2021-03-12,57807.0,58069.5,55040.2,57234.0,4971.61542626
2021-03-13,57238.9,61724.6,56073.2,61174.9,7245.63678712
2021-03-14,61174.9,61639.2,59001.0,59001.1,3394.47205511
2021-03-15,59001.0,60580.0,54593.8,55600.0,6721.10373802
2021-03-16,55627.6,56891.1,52500.0,56891.1,6381.12428361
2021-03-17,56891.1,58951.0,53752.0,58933.0,6509.29258273
2021-03-18,58940.5,60000.0,57007.0,57640.9,5831.85791094
2021-03-19,57640.0,59461.5,56243.1,58101.8,3859.35865644
2021-03-20,58085.0,59880.0,57545.2,58091.6,3369.76250794
2021-03-21,58080.5,58835.6,55536.5,57378.4,3911.97734630
2021-03-22,57368.8,58403.2,53775.0,54095.1,6156.27773216
2021-03-23,54098.2,55814.9,53011.0,54351.3,5033.16532730
2021-03-24,54341.2,57200.0,51641.8,52293.8,7897.28001289
2021-03-25,52280.4,53219.9,50436.3,51314.9,6482.78493088
2021-03-26,51318.2,55107.0,51239.1,55062.2,4954.12112589
2021-03-27,55062.1,56668.0,54000.0,55852.4,3968.91582671
2021-03-28,55852.5,56550.0,54690.9,55782.0,3562.54681255
2021-03-29,55782.3,58619.7,54919.0,57624.2,5884.89160022
2021-03-30,57627.5,59380.0,57055.0,58781.0,3941.68729389
2021-03-31,58781.1,59800.0,56813.8,58786.2,5451.56829086
2021-04-01,58780.4,59474.6,57917.1,58732.9,2449.85913479
2021-04-02,58732.9,60025.0,58500.0,59020.7,4199.50728875
2021-04-03,59020.7,59867.1,56955.0,57099.0,3552.82088064
2021-04-04,57099.0,58495.6,56468.4,58195.0,2188.97659120
2021-04-05,58195.1,59278.1,56820.0,59120.0,3422.70382389
2021-04-06,59120.0,59462.8,57377.1,58017.1,2656.52127465
2021-04-07,58017.2,58652.1,55460.0,55928.5,5047.94350900
2021-04-08,55936.6,58159.1,55728.0,58036.9,2513.62946857
2021-04-09,58037.0,58890.4,57538.3,58110.0,3098.67964648
2021-04-10,58110.0,61207.0,57882.0,59775.6,5891.77000902
2021-04-11,59760.9,60652.6,59178.7,59956.0,2616.04617267
2021-04-12,59967.9,61200.0,59420.0,59823.7,3520.97100708
2021-04-13,59823.7,63882.5,59781.2,63587.2,6335.66384378
2021-04-14,63581.0,64900.0,61315.0,62969.0,6028.09926266
2021-04-15,62963.0,63830.0,62050.0,63243.0,2859.75955315
2021-04-16,63243.1,63593.1,60100.0,61455.0,5829.19713328
2021-04-17,61455.1,62636.4,59702.4,60085.2,3141.81775841
2021-04-18,60085.2,60403.2,51017.1,56239.8,12577.43028465
2021-04-19,56227.5,57594.7,54228.9,55720.0,6649.98616777
2021-04-20,55720.0,57110.4,53388.3,56500.0,7804.23191944
2021-04-21,56500.0,56805.5,53600.0,53815.2,4788.01353242
2021-04-22,53815.3,55459.4,50500.0,51730.0,10144.20407375
2021-04-23,51709.3,52124.4,47549.3,51178.7,11159.24338019
2021-04-24,51178.6,51200.0,48746.4,50093.4,4039.45909297
2021-04-25,50085.7,50580.4,47000.0,49106.5,5239.28585713
2021-04-26,49112.6,54419.5,48828.6,54051.9,6729.25517904
2021-04-27,54056.1,55500.0,53333.4,55078.7,3213.82542637
2021-04-28,55077.4,56500.0,53868.4,54899.3,3685.52056920
2021-04-29,54886.1,55246.3,52390.2,53579.6,4529.59420547
2021-04-30,53579.7,57987.8,53071.6,57780.0,4816.82419072
2021-05-01,57780.3,58525.5,57070.0,57859.2,2688.03364761
2021-05-02,57859.0,57959.5,56101.0,56618.5,2371.70518092
2021-05-03,56618.6,58981.4,56505.0,57193.5,3958.84291602
2021-05-04,57193.4,57214.4,53100.1,53239.4,6120.36675335
2021-05-05,53201.1,57999.8,53000.0,57497.1,5052.97311887
2021-05-06,57494.2,58420.2,55309.0,56421.1,3815.85290653
2021-05-07,56421.0,58700.0,55320.0,57383.0,4492.81138726
2021-05-08,57388.0,59521.4,57000.0,58953.8,4318.90529825
2021-05-09,58951.5,59264.0,56326.0,58293.1,4279.90854407
2021-05-10,58320.5,59598.8,53470.0,55888.1,6706.45928355
2021-05-11,55887.6,56949.9,54538.5,56747.5,3816.34383723
2021-05-12,56754.7,57983.6,48605.0,49502.7,8462.39814196
2021-05-13,49502.7,51412.4,45000.0,49675.2,13358.33626392
2021-05-14,49675.2,51540.0,48886.0,49899.0,5361.72008045
2021-05-15,49899.0,50827.3,46600.0,46771.1,5671.80945969
2021-05-16,46761.0,49828.8,43824.3,46482.4,8209.37403157
2021-05-17,46474.7,46648.5,42111.2,43551.8,11237.71585193
2021-05-18,43551.9,45823.4,42297.9,42895.2,7804.85576005
2021-05-19,42898.4,43562.0,29800.0,36742.3,32688.27140168
2021-05-20,36765.2,42559.8,35000.0,40614.6,14149.30379285
2021-05-21,40609.6,42270.6,33533.9,37331.7,17022.80288175
2021-05-22,37329.1,38841.7,35250.2,37468.3,9118.92396811
2021-05-23,37474.8,38269.7,31078.7,34718.8,14832.73851506
2021-05-24,34718.8,39989.9,34420.8,38833.8,11058.70760062
2021-05-25,38843.0,39841.8,36500.0,38388.1,9236.12557708
2021-05-26,38373.3,40893.6,37828.7,39283.9,9233.56525686
2021-05-27,39290.0,40398.0,37230.0,38516.4,5898.00656650
2021-05-28,38537.1,38872.0,34719.0,35683.9,9065.66347417
2021-05-29,35683.8,37300.0,33652.8,34616.6,5845.40830971
2021-05-30,34631.9,36491.0,33423.2,35673.8,4455.06304471
2021-05-31,35667.9,37512.8,34200.0,37303.8,6224.60594186
2021-06-01,37273.1,37934.3,35748.0,36676.3,5703.03293535
2021-06-02,36676.4,38209.2,35929.2,37565.3,6307.97937977
2021-06-03,37565.3,39471.0,37159.1,39196.6,5230.07628658
2021-06-04,39212.3,39249.8,35576.7,36847.7,4991.51744280
2021-06-05,36857.6,37935.8,34825.9,35534.6,5532.75325986
2021-06-06,35532.2,36479.5,35251.1,35789.0,3187.54640121
2021-06-07,35783.2,36796.3,33334.3,33587.6,6165.92045486
2021-06-08,33578.6,34059.4,31017.4,33420.0,10548.32694320
2021-06-09,33409.7,37500.0,32420.4,37396.4,9357.47210920
2021-06-10,37398.9,38399.0,35803.7,36678.4,7733.10059300
2021-06-11,36684.5,37654.3,35952.7,37322.2,5218.29683239
2021-06-12,37322.2,37449.5,34680.0,35544.9,5765.37416875
2021-06-13,35544.9,35920.9,34801.0,35052.1,870.63874772
